Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label,Subdomain_Count
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,1
katproxy.com,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
comicbook.com,0,0,1,5,0,0,0,0,0,1,1,0,1,1,0,0,0
genius.com,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
bigcinema.tv,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0
fishki.net,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0
askubuntu.com,0,0,1,3,0,0,0,0,0,0,0,1,1,1,0,0,0
getpocket.com,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0
cheezburger.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
hubpages.com,0,0,1,7,0,0,0,0,0,0,1,1,1,1,0,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
xhamster.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,0,0,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0
tunein.com,0,0,1,5,0,0,0,0,0,0,1,0,1,1,0,0,0
jezebel.com,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0
ringring.vn,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0
grantland.com,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0
mainichi.jp,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0
vnexpress.net,0,0,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0
sberbank.ru,0,0,1,7,0,0,0,0,0,0,1,1,1,1,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0
motthegioi.vn,0,0,1,3,0,0,0,0,0,1,1,0,1,1,0,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
medium.com,0,1,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,0,1,0,1,1,0,0,0
persianblog.ir,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,0
interpark.com,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0
xhamster.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,0,0,0
olx.ua,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,1,1,0,1,1,0,0,0
olx.ua,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
fortune.com,0,0,1,4,0,0,0,0,0,1,1,0,1,1,0,0,0
tunein.com,0,0,1,5,0,0,0,0,0,0,1,0,1,1,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
interpark.com,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0
torcache.net,0,0,1,2,0,0,1,0,0,1,1,1,1,1,0,0,0
icicibank.com,0,0,1,3,0,0,0,0,0,0,1,1,1,1,0,0,0
babal.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,0,0
themeforest.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,0,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,0,0,0
qz.com,0,0,1,2,0,0,0,0,1,1,1,0,1,1,0,0,0
distractify.com,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,1
udn.com,0,0,1,4,0,0,0,0,0,0,1,0,1,1,0,0,0
otomoto.pl,0,0,1,4,0,0,0,0,0,0,1,1,1,1,0,0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,0,1,0,1,1,0,0,0
babal.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,0,0
vnexpress.net,0,0,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0
aljazeera.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,0,0
allegro.pl,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0
hollywoodlife.com,0,0,1,4,0,0,0,0,0,1,1,0,1,1,0,0,0
maybank2u.com.my,0,0,1,4,0,0,0,0,0,0,1,1,1,1,1,0,1
1337x.to,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0
qz.com,0,0,1,2,0,0,0,0,1,1,1,0,1,1,0,0,0
allegro.pl,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,1
kenh14.vn,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0
ck101.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,1,1,1,1,1,0,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,0,0,0
himado.in,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
digg.com,0,0,1,2,0,0,0,0,1,1,1,0,1,1,0,0,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,1
katproxy.com,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,1
akhbarelyom.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,0,0,0
europa.eu,0,0,1,6,0,0,0,0,0,1,1,0,1,1,0,0,0
genius.com,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0
gawker.com,0,0,1,2,0,0,0,0,0,0,1,1,1,1,0,0,0
teespring.com,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0
themeforest.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,1,1,0,1,1,0,0,0
searchengineland.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,1,1,0,1,1,0,0,0
atwiki.jp,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0
mic.com,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
interpark.com,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0
archive.org,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0
kickass.to,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0
kickass.to,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0
correios.com.br,0,0,1,5,0,0,0,0,0,1,1,0,1,1,0,0,1
thenextweb.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,0,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0
gov.uk,0,0,1,3,0,0,0,0,0,1,1,1,1,1,0,0,0
cheezburger.com,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,0,1,0,1,1,0,0,0
fishki.net,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0
gov.uk,0,0,1,3,0,0,0,0,0,1,1,1,1,1,0,0,0
aljazeera.net,0,0,1,6,0,0,0,0,0,1,1,0,1,1,0,0,0
olx.co.id,0,0,1,7,0,0,1,0,1,1,1,1,1,1,1,0,1
rt.com,0,0,1,3,0,0,1,0,0,1,1,0,1,1,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0
otomoto.pl,0,0,1,4,0,0,0,0,0,0,1,1,1,1,0,0,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,1,0,1,1,0,0,1
katproxy.com,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
otomoto.pl,0,0,1,4,0,0,0,0,0,0,1,1,1,1,0,0,0
buzzfil.net,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,1,1,1,1,1,0,0
xossip.com,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,0,0,0
olx.ro,0,0,1,7,0,0,0,0,0,0,1,0,1,1,1,0,0
ap.org,0,0,1,4,0,0,0,0,0,0,1,1,1,1,0,0,0
olx.ro,0,0,1,7,0,0,0,0,0,0,1,0,1,1,1,0,0
momoshop.com.tw,0,0,1,2,0,0,0,0,0,0,1,1,1,1,0,0,1
babal.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,1,1,1,1,1,0,0
skyrock.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
buzzfil.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0
mashable.com,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0,0
momoshop.com.tw,0,0,1,2,0,0,0,0,0,0,1,1,1,1,0,0,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,1,1,1,1,1,0,0
elcomercio.pe,0,0,1,3,0,0,0,0,0,1,1,0,1,1,0,0,0
persianblog.ir,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0,0
1337x.to,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0
sfglobe.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,0,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,1,0,1,1,0,0,1
distractify.com,0,0,1,10,0,0,0,0,0,1,1,0,1,1,0,0,0
seekingalpha.com,0,0,1,2,0,0,0,0,0,0,1,1,1,1,0,0,0
getpocket.com,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0
techcrunch.com,0,0,1,4,0,0,0,0,0,1,1,0,1,1,0,0,0
themeforest.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
privatbank.ua,0,0,1,5,0,0,0,0,0,1,1,0,1,1,0,0,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,0,0,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,0,1,1,0,0,1
searchengineland.com,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0
katproxy.com,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
buzzfil.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0
plarium.com,0,0,1,5,0,0,0,0,0,1,1,0,1,1,0,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
akhbarelyom.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,0,0,0
kakaku.com,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0,0
olx.in,0,0,1,3,0,0,0,0,0,0,1,1,1,1,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
ifttt.com,0,0,1,2,0,0,1,0,0,1,1,0,1,1,0,0,0
interpark.com,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0
pikabu.ru,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0
fishki.net,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0
icicibank.com,0,0,1,3,0,0,0,0,0,0,1,1,1,1,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,1,1,0,0,0
indianexpress.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,0,0,0
infospace.com,0,0,1,6,0,0,0,0,0,0,1,1,1,1,0,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,0,1,1,0,0,0
medium.com,0,1,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0
udn.com,0,0,1,4,0,0,0,0,0,0,1,0,1,1,0,0,0
olx.pl,0,0,1,7,0,0,0,0,0,0,0,0,1,1,1,0,0
slashdot.org,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0
sites.google.com,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1,1,1
owarstmp000008.web.app,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
secure.oldschool.com-fr.cz,0,0,1,2,1,0,0,1,1,1,1,1,1,1,1,1,2
paypmal.top,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,0,1,1
dcvg.square.site,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
att-108987.weeblysite.com,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1
assaifatura.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
projectextreme0007.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
wwfckptmkg.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
bncr.liveblog365.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1
msplussolutions.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
banreservas.no-sese1.repl.co,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2
ugpass.go.ug,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1
synapsebridger-official.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
usabrooksn.top,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
iranroga.ir,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0
sfk4-fs.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
quirky-visvesvaraya.51-254-161-137.plesk.page,0,0,1,4,0,0,0,1,0,1,1,1,1,1,1,1,2
leblancbrothers.leblancbrothers.workers.dev,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2
fannlight.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
eposeee-net.3utilities.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
dossier-carte-vitale.fr,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0
quotemyprojectnow88367463.web.app,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
vsevinrited.piglickwachcu.cf,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
ipchiro.com,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,0
xpertsolutionsac.com,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
business-meta-appeal-146-92866.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
some-bper-sistema-sicuro.cfolks.pl,0,0,1,6,0,0,0,1,0,0,1,1,1,1,1,1,1
cn52393.tw1.ru,0,0,0,3,0,0,0,0,0,0,1,1,1,1,1,1,1
helpcenter32008911449651.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
swaggywhales.netlify.app,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
att1.x24hr.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1
etc-sdjklewr.onedumb.com,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
seoevolutions.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
dashboards-zapperfi.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
ipfs.io,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,0
amazon-uytegd.toythieves.com,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
yamailatt.godaddysites.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
t25ore.webwave.dev,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
help-center630.crabdance.com,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1
szcv-3s.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
s.free.fr,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1
ld-s.info,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0
srvp-3uj.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
192.169.150.169,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,2
midwesthomesinc.com,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,1,0
s.eskus-tczu.icu,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
static-promote.weebly.com,0,0,1,2,0,0,0,1,0,0,1,1,1,1,0,1,1
findomestic.filiale03.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
server-raku.com,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,0
st33-erd.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
habaricom.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
zalander-rowisa82288388.codeanyapp.com,0,0,1,4,0,0,0,1,0,1,1,1,1,1,1,1,1
panelweb-4cae2.web.app,0,1,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1
repl-mess.myfreesites.net,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1
acesse-luizaoficial-dezembro.blogspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
amazon-bvdsfdasaf.sexidude.com,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
5fd0977f-b88e-4845-aa41-52d6f7eb52a1.id.repl.co,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,2
metaplatforms-case1005230462.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
bscbridge-multi.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
geralservicosexpress.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
oficialapp-acessoonline-confira2023.blogspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
ameoff23k.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
goo-koyamato-co.jp.493466275.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2
bafybeidtooorcmx2c72wpzm3cyug5wfjffvjrn24l3mbqipqqsoy6tv6r4.ipfs.dweb.link,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2
help-center669.crabdance.com,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1
atacadao.juliamouracalcados.com.br,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2
bisabsbo--biisaaabsbo.repl.co,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
caseid1005789345734958.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
member.baowencup.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
outlook519.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
rakutemne.buzz,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
wl-flufworld.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
zonasegura.mibanco.com.pe,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,1,2
bit.do,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0
forms.monday.com,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,1,1
208.82.115.230,0,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,2
str-dhh1434.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
pobrxonnec.web.app,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
etc-ddsad.2waky.com,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
ourverifiablelocus.abbeanca.repl.co,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2
lbp-help.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
e.vg,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
ipfs.io,0,0,1,2,0,0,0,0,0,0,1,1,1,1,0,1,0
pagesidentityandaccountverify202224.ga,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
storageapi.fleek.co,0,0,1,3,0,0,0,0,0,0,1,1,1,1,1,1,1
chesapeaketw.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
objectstorage.us-phoenix-1.oraclecloud.com,0,0,1,6,0,0,0,1,0,1,1,1,1,1,0,1,2
noteworthyfocusedfact--josebenediccto.repl.co,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1
uniswap.token.im,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
icemat.com.br,0,1,1,3,0,0,1,0,0,1,1,1,1,1,1,1,1
bakery-jasmy.org,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
gerenciadordacaixa.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
relationclientdigitalisation.web.app,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
metafb-slwx5f9.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
stearncomunitt.ru,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
xbeualskdgjf.godaddysites.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
legro-schmelz.de,0,0,1,5,0,0,0,1,0,1,1,1,1,1,1,1,0
courthousewestfield.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
trustcontracts.net,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
tar-nama.com,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
oreillymx.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
adk100.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
tbwcshop.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
souaxwaoh.myfreesites.net,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
standerapponline.000webhostapp.com,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
conferindo-meusaldonline-2023.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0
actanacimiento.com.mx,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1
synposesprotocol.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
pnordpackage.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
digitalluizaonline.blogspot.com,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
brooksshopping.ru,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
btbusiness-9f0a13.webflow.io,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1
moxiecoach.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
bafybeid7rn7fthgr7yueco6zzvhmngwy3gpit2n6zfdblg6zb6kyce4nqa.ipfs.dweb.link,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2
ww.zona-segura.beta.vpphoangha.vn,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,3
prodotti-clienticarte.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
dev-24horasenlinea-seguridad-bisa.pantheonsite.io,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1
xncbvbj.weebly.com,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
rcube111112.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
holders.sellpass.io,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1
etc-hnbvnyh.wikaba.com,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
gmail.alias-mine.workers.dev,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2
m5322sb4adsa.movea-med.de,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
hotvintesd.snichaleapo.cf,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
domappcheckomeg16.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
bowedknownwebsites.volarmix3.repl.co,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,2
caseid1008956783495835.web.app,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
azzlawfirm.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
virginpaperagency.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,0
droidfactorycustoms.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
johnlaw.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,0
8tyi.kmugjxbaa5245.workers.dev,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2
de782005.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
etc-pplkh.misecure.com,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
mail2.googlle.workers.dev,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2
bridge-axelarnetwork.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
clickmetertracking.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0
ashamedremarkablemodel.usrer123.repl.co,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2
att-102521-106544.weeblysite.com,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
project1b-fc492.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
verify-center1.strangled.net,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
91a4f1e3eb.nxcli.io,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1,1
ipfs.io,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,0
s3.amazonaws.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,0,1,1
